
---------- Begin Simulation Statistics ----------
final_tick                               137435372500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 253011                       # Simulator instruction rate (inst/s)
host_mem_usage                                8624736                       # Number of bytes of host memory used
host_op_rate                                   395545                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                  3952.40                       # Real time elapsed on the host
host_tick_rate                               34772608                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                  1000000001                       # Number of instructions simulated
sim_ops                                    1563352235                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.137435                       # Number of seconds simulated
sim_ticks                                137435372500                       # Number of ticks simulated
system.cpu.cc_regfile_reads                 833468070                       # number of cc regfile reads
system.cpu.cc_regfile_writes                841453365                       # number of cc regfile writes
system.cpu.committedInsts                  1000000001                       # Number of Instructions Simulated
system.cpu.committedOps                    1563352235                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.549690                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.549690                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                  73710715                       # number of floating regfile reads
system.cpu.fp_regfile_writes                 60036075                       # number of floating regfile writes
system.cpu.idleCycles                          642193                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts              1510542                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                111635406                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     2.967335                       # Inst execution rate
system.cpu.iew.exec_refs                    456957267                       # number of memory reference insts executed
system.cpu.iew.exec_stores                  145396833                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                13084732                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts             319331014                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts               1356                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts              6036                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts            147222113                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts          1665871004                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts             311560434                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts           4050094                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts            1631114408                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                  13075                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents               7394578                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                1585646                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles               7414666                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents          21543                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect       529222                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect         981320                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                2303395396                       # num instructions consuming a value
system.cpu.iew.wb_count                    1627593717                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.549735                       # average fanout of values written-back
system.cpu.iew.wb_producers                1266257249                       # num instructions producing a value
system.cpu.iew.wb_rate                       2.960930                       # insts written-back per cycle
system.cpu.iew.wb_sent                     1630869528                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads               2850645401                       # number of integer regfile reads
system.cpu.int_regfile_writes              1290810833                       # number of integer regfile writes
system.cpu.ipc                               1.819207                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.819207                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::No_OpClass          25654852      1.57%      1.57% # Type of FU issued
system.cpu.iq.FU_type_0::IntAlu            1099745773     67.26%     68.82% # Type of FU issued
system.cpu.iq.FU_type_0::IntMult               199609      0.01%     68.84% # Type of FU issued
system.cpu.iq.FU_type_0::IntDiv                 97897      0.01%     68.84% # Type of FU issued
system.cpu.iq.FU_type_0::FloatAdd            16819689      1.03%     69.87% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCmp                   0      0.00%     69.87% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCvt                1844      0.00%     69.87% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMult                  0      0.00%     69.87% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMultAcc               0      0.00%     69.87% # Type of FU issued
system.cpu.iq.FU_type_0::FloatDiv                   1      0.00%     69.87% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMisc                  0      0.00%     69.87% # Type of FU issued
system.cpu.iq.FU_type_0::FloatSqrt                  0      0.00%     69.87% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAdd                15255      0.00%     69.87% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAddAcc                 0      0.00%     69.87% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAlu               126468      0.01%     69.88% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCmp                   12      0.00%     69.88% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCvt                24790      0.00%     69.88% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMisc            33615368      2.06%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMult                   0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMultAcc                0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShift              11538      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShiftAcc               0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdDiv                    0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSqrt                   0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAdd            3285      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAlu               0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCmp               0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCvt           39567      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatDiv              82      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMisc              0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMult          16902      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMultAcc            0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatSqrt              0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAdd              0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAlu              0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceCmp              0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceAdd            0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceCmp            0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAes                    0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAesMix                 0      0.00%     71.94% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha1Hash               0      0.00%     71.94% # Type of FU issued
