
---------- Begin Simulation Statistics ----------
final_tick                               139833537500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 183485                       # Simulator instruction rate (inst/s)
host_mem_usage                                8961284                       # Number of bytes of host memory used
host_op_rate                                   317878                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                  2725.01                       # Real time elapsed on the host
host_tick_rate                               51314810                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                   500000001                       # Number of instructions simulated
sim_ops                                     866221744                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.139834                       # Number of seconds simulated
sim_ticks                                139833537500                       # Number of ticks simulated
system.cpu.cc_regfile_reads                 548489504                       # number of cc regfile reads
system.cpu.cc_regfile_writes                302550129                       # number of cc regfile writes
system.cpu.committedInsts                   500000001                       # Number of Instructions Simulated
system.cpu.committedOps                     866221744                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               1.118582                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         1.118582                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                   4649949                       # number of floating regfile reads
system.cpu.fp_regfile_writes                  3138007                       # number of floating regfile writes
system.cpu.idleCycles                         3190194                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts              1561830                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                104871799                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.641914                       # Inst execution rate
system.cpu.iew.exec_refs                    191474311                       # number of memory reference insts executed
system.cpu.iew.exec_stores                   61066645                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles               224768398                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts             135682007                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts               1832                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts             48286                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts             62831231                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts           950507836                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts             130407666                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts           3487227                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts             918307992                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                 957172                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents               1691901                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                1398354                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles               3423378                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents          19230                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect       956144                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect         605686                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                1183061155                       # num instructions consuming a value
system.cpu.iew.wb_count                     915920105                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.578879                       # average fanout of values written-back
system.cpu.iew.wb_producers                 684849841                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.637645                       # insts written-back per cycle
system.cpu.iew.wb_sent                      917457933                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads               1394886412                       # number of integer regfile reads
system.cpu.int_regfile_writes               740172696                       # number of integer regfile writes
system.cpu.ipc                               0.893989                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         0.893989                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::No_OpClass          11870925      1.29%      1.29% # Type of FU issued
system.cpu.iq.FU_type_0::IntAlu             712796045     77.33%     78.61% # Type of FU issued
system.cpu.iq.FU_type_0::IntMult              2965312      0.32%     78.94% # Type of FU issued
system.cpu.iq.FU_type_0::IntDiv                294186      0.03%     78.97% # Type of FU issued
system.cpu.iq.FU_type_0::FloatAdd              378269      0.04%     79.01% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCmp                   0      0.00%     79.01% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCvt                2228      0.00%     79.01% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMult                  0      0.00%     79.01% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMultAcc               0      0.00%     79.01% # Type of FU issued
system.cpu.iq.FU_type_0::FloatDiv                   0      0.00%     79.01% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMisc                  0      0.00%     79.01% # Type of FU issued
system.cpu.iq.FU_type_0::FloatSqrt                  1      0.00%     79.01% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAdd                13090      0.00%     79.01% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAddAcc                 0      0.00%     79.01% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAlu               124131      0.01%     79.02% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCmp                  328      0.00%     79.02% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCvt                46642      0.01%     79.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMisc              235519      0.03%     79.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMult                   0      0.00%     79.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMultAcc                0      0.00%     79.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShift               7886      0.00%     79.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShiftAcc               0      0.00%     79.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdDiv                    0      0.00%     79.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSqrt                   0      0.00%     79.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAdd          155248      0.02%     79.07% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAlu               0      0.00%     79.07% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCmp             391      0.00%     79.07% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCvt           34242      0.00%     79.08% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatDiv           11171      0.00%     79.08% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMisc              0      0.00%     79.08% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMult         191431      0.02%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMultAcc            0      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatSqrt            282      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAdd              0      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAlu              0      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceCmp              0      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceAdd            0      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceCmp            0      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAes                    0      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAesMix                 0      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha1Hash               0      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha1Hash2              0      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     79.10% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead            129509843     14.05%     93.15% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite            59212308      6.42%     99.57% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead         1781024      0.19%     99.77% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite        2164717      0.23%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total              921795219                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                 5867062                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads            11278845                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses      5315272                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes            7502097                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                    26468297                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.028714                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                23674129     89.44%     89.44% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                    217      0.00%     89.44% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%     89.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%     89.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%     89.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     0      0.00%     89.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                    0      0.00%     89.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 0      0.00%     89.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                     0      0.00%     89.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                    0      0.00%     89.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     89.44% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                     16      0.00%     89.44% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     89.44% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                    515      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      4      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                   1122      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                   711      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                  264      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdDiv                      0      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd               164      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                 0      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 1      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 2      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                0      0.00%     89.45% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult             1059      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAdd                0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAlu                0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceCmp                0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceAdd            0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceCmp            0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAes                      0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAesMix                   0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash                 0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash2                0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash               0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash2              0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma2                0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma3                0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdPredAlu                  0      0.00%     89.46% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead                1147359      4.33%     93.79% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite               1189229      4.49%     98.29% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead            310415      1.17%     99.46% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite           143090      0.54%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.int_alu_accesses              930525529                       # Number of integer alu accesses
system.cpu.iq.int_inst_queue_reads         2415504271                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_wakeup_accesses    910604833                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.int_inst_queue_writes        1027310426                       # Number of integer instruction queue writes
system.cpu.iq.iqInstsAdded                  950502685                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqInstsIssued                 921795219                       # Number of instructions issued
system.cpu.iq.iqNonSpecInstsAdded                5151                       # Number of non-speculative instructions added to the IQ
system.cpu.iq.iqSquashedInstsExamined        84286092                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedInstsIssued            623564                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedNonSpecRemoved           2781                       # Number of squashed non-spec instructions that were removed
system.cpu.iq.iqSquashedOperandsExamined    127990104                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.issued_per_cycle::samples     556100817                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         1.657605                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        2.631384                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0           366170420     65.85%     65.85% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1            17836527      3.21%     69.05% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2            17838624      3.21%     72.26% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3            20301380      3.65%     75.91% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4            23004030      4.14%     80.05% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5            25967330      4.67%     84.72% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6            32757587      5.89%     90.61% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7            28820340      5.18%     95.79% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8            23404579      4.21%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total       556100817                       # Number of insts issued each cycle
system.cpu.iq.rate                           1.648150                       # Inst issue rate
system.cpu.iq.vec_alu_accesses                      0                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads                  0                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses            0                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes                 0                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads           4045460                       # Number of conflicting loads.
